OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,rating_updated_on
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,MERCEDES-BENZ,SPRINTER 3500 CARGO VAN,2025 Mercedes-Benz Sprinter 3500 Cargo Van CV RWD,20636,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,MINI,CONVERTIBLE,2025 MINI Convertible C FWD,20811,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,MINI,COUNTRYMAN SE,2025 MINI Countryman SE 5 HB AWD,20812,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,MINI,HARDTOP 4DR,2025 MINI Hardtop 4DR 5 HB FWD,20810,2025-08-18 18:27:10.768206+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard & Optional,Optional,2025,MITSUBISHI,ECLIPSE CROSS,2025 Mitsubishi Eclipse Cross SUV AWD,20195,2024-07-31 06:15:06.305103+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.198,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER,2025 Mitsubishi Outlander SUV FWD,20196,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.179,0.0,No Tip,Not Rated,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER,2025 Mitsubishi Outlander SUV AWD,20197,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER PHEV,2025 Mitsubishi Outlander PHEV SUV AWD,20198,2025-08-18 18:27:10.768206+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,MITSUBISHI,OUTLANDER SPORT,2025 Mitsubishi Outlander Sport SUV AWD,20194,2024-07-31 06:15:06.305103+00:00
5,4,5,4,5,4,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,ALTIMA,2025 Nissan Altima 4 DR FWD,20743,2024-10-25 10:33:30.867249+00:00
5,4,5,4,5,4,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,ALTIMA,2025 Nissan Altima 4 DR AWD,20744,2024-10-25 10:33:30.867249+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.107,0.0,No Tip,4,Standard,Standard,Standard,2025,NISSAN,ARIYA,2025 Nissan ARIYA SUV FWD,20764,2024-10-25 10:33:30.867249+00:00
5,4,4,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,4,Standard,Standard,Standard,2025,NISSAN,ARIYA,2025 Nissan ARIYA SUV AWD,20765,2024-10-25 10:33:30.867249+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,NISSAN,ARMADA,2025 Nissan Armada SUV RWD,20766,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,NISSAN,ARMADA,2025 Nissan Armada SUV AWD,20767,2025-08-18 18:27:10.768206+00:00
4,3,3,4,5,5,5,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,FRONTIER CREW CAB,2025 Nissan Frontier Crew Cab PU/CC RWD,20749,2025-04-21 23:48:05.827306+00:00
4,3,3,4,5,5,5,5,5,5,3,Not Rated,0.204,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,FRONTIER CREW CAB,2025 Nissan Frontier Crew Cab PU/CC 4WD,20750,2025-04-21 23:48:05.827306+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.204,0.0, ,Not Rated,Standard,Standard,Standard,2025,NISSAN,FRONTIER KING CAB,2025 Nissan Frontier King Cab PU/EC RWD,20747,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.204,0.0, ,Not Rated,Standard,Standard,Standard,2025,NISSAN,FRONTIER KING CAB,2025 Nissan Frontier King Cab PU/EC 4WD,20748,2025-08-18 18:27:10.768206+00:00
4,3,3,3,5,5,5,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,KICKS,2025 Nissan Kicks SUV FWD,20759,2025-06-07 05:25:00.015544+00:00
4,3,3,3,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,KICKS,2025 Nissan Kicks SUV AWD,20760,2025-06-07 05:25:00.015544+00:00
4,4,4,3,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,KICKS PLAY,2025 Nissan Kicks Play SUV FWD,20802,2025-04-21 11:39:32.473732+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,LEAF (40 KWH BATTERY),2025 Nissan LEAF (40 KWh Battery) 5 HB FWD,20753,2024-10-25 10:33:30.867249+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.107,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,LEAF PLUS (60 KWH BATTERY),2025 Nissan LEAF PLUS (60 KWh Battery) 5 HB FWD,20754,2024-10-25 10:33:30.867249+00:00
5,4,5,3,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,MURANO,2025 Nissan Murano SUV FWD,20755,2025-06-07 05:25:00.015544+00:00
5,4,5,3,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,MURANO,2025 Nissan Murano SUV AWD,20756,2025-06-06 17:37:43.275174+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,PATHFINDER,2025 Nissan Pathfinder SUV FWD,20745,2024-10-25 10:33:30.867249+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,PATHFINDER,2025 Nissan Pathfinder SUV AWD,20746,2024-10-25 10:33:30.867249+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,ROGUE,2025 Nissan Rogue SUV FWD,20757,2024-10-25 10:33:30.867249+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,ROGUE,2025 Nissan Rogue SUV AWD,20758,2024-10-25 10:33:30.867249+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,SENTRA,2025 Nissan Sentra 4 DR FWD,20742,2024-10-25 10:33:30.867249+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.118,0.0,No Tip,5,Standard,Standard,Standard,2025,NISSAN,VERSA,2025 Nissan Versa 4 DR FWD,20741,2024-10-25 10:33:30.867249+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,NISSAN,Z,2025 Nissan Z 2 DR RWD,20768,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Standard,Standard,2025,POLESTAR,POLESTAR 2,2025 Polestar Polestar 2 5 HB RWD,20293,2024-08-23 11:45:54.341814+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.083,0.0,No Tip,5,Standard,Standard,Standard,2025,POLESTAR,POLESTAR 2,2025 Polestar Polestar 2 5 HB AWD,20294,2024-08-23 11:45:54.341814+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard,2025,POLESTAR,POLESTAR 3,2025 Polestar Polestar 3 SUV AWD,20295,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER,2025 Porsche 982 718 Boxster C RWD,20643,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER GTS 4.0,2025 Porsche 982 718 Boxster GTS 4.0 C RWD,20645,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER S,2025 Porsche 982 718 Boxster S C RWD,20644,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 BOXSTER STYLE EDITION,2025 Porsche 982 718 Boxster Style Edition C RWD,20651,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN,2025 Porsche 982 718 Cayman 2 DR RWD,20647,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN GTS 4.0,2025 Porsche 982 718 Cayman GTS 4.0 2 DR RWD,20649,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN S,2025 Porsche 982 718 Cayman S 2 DR RWD,20648,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 CAYMAN STYLE EDITION,2025 Porsche 982 718 Cayman Style Edition 2 DR RWD,20652,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 GT4 RS,2025 Porsche 982 718 GT4 RS 2 DR RWD,20650,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Not Available,Not Available,2025,PORSCHE,982 718 SPYDER RS,2025 Porsche 982 718 Spyder RS C RWD,20646,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,PORSCHE,"992 911 ""50 YEARS"" TURBO","2025 Porsche 992 911 ""50 years"" turbo 2 DR AWD",20658,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Not Available,2025,PORSCHE,992 911 GT3 RS,2025 Porsche 992 911 GT3 RS 2 DR RWD,20657,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,PORSCHE,992 911 TURBO,2025 Porsche 992 911 turbo 2 DR AWD,20653,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,PORSCHE,992 911 TURBO CABRIOLET,2025 Porsche 992 911 turbo Cabriolet C AWD,20654,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,PORSCHE,992 911 TURBO S,2025 Porsche 992 911 turbo S 2 DR AWD,20655,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Optional,2025,PORSCHE,992 911 TURBO S CABRIOLET,2025 Porsche 992 911 turbo S Cabriolet C AWD,20656,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA,2025 Porsche 992.2 911 Carrera 2 DR RWD,20659,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA 4 GTS,2025 Porsche 992.2 911 Carrera 4 GTS 2 DR AWD,20667,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA 4 GTS CABRIOLET,2025 Porsche 992.2 911 Carrera 4 GTS Cabriolet C AWD,20668,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA CABRIOLET,2025 Porsche 992.2 911 Carrera Cabriolet C RWD,20660,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA GTS,2025 Porsche 992.2 911 Carrera GTS 2 DR RWD,20665,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA GTS CABRIOLET,2025 Porsche 992.2 911 Carrera GTS Cabriolet C RWD,20666,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA S,2025 Porsche 992.2 911 Carrera S 2 DR RWD,20663,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA S CABRIOLET,2025 Porsche 992.2 911 Carrera S Cabriolet C RWD,20664,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA T,2025 Porsche 992.2 911 Carrera T 2 DR RWD,20661,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 CARRERA T CABRIOLET,2025 Porsche 992.2 911 Carrera T Cabriolet C RWD,20662,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 GT3,2025 Porsche 992.2 911 GT3 2 DR RWD,20669,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,992.2 911 GT3 TOURING,2025 Porsche 992.2 911 GT3 Touring 2 DR RWD,20670,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE,2025 Porsche E3.2 Cayenne SUV AWD,20699,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE COUPÉ,2025 Porsche E3.2 Cayenne Coupé SUV AWD,20700,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE E-HYBRID,2025 Porsche E3.2 Cayenne e-hybrid SUV AWD,20701,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE E-HYBRID COUPÉ,2025 Porsche E3.2 Cayenne e-hybrid Coupé SUV AWD,20702,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE GTS,2025 Porsche E3.2 Cayenne GTS SUV AWD,20707,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE GTS COUPÉ,2025 Porsche E3.2 Cayenne GTS Coupé SUV AWD,20708,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE S,2025 Porsche E3.2 Cayenne S SUV AWD,20703,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE S COUPÉ,2025 Porsche E3.2 Cayenne S Coupé SUV AWD,20704,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE S E-HYBRID,2025 Porsche E3.2 Cayenne S e-hybrid SUV AWD,20705,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE S E-HYBRID COUPÉ,2025 Porsche E3.2 Cayenne S e-hybrid Coupé SUV AWD,20706,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE TURBO E-HYBRID,2025 Porsche E3.2 Cayenne turbo e-hybrid SUV AWD,20709,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE TURBO E-HYBRID COUPÉ,2025 Porsche E3.2 Cayenne turbo e-hybrid Coupé SUV AWD,20710,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,E3.2 CAYENNE TURBO GT COUPÉ,2025 Porsche E3.2 Cayenne turbo GT Coupé SUV AWD,20711,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA,2025 Porsche G3 Panamera 4 DR RWD,20684,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA 4,2025 Porsche G3 Panamera 4 4 DR AWD,20685,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA 4 E-HYBRID,2025 Porsche G3 Panamera 4 e-hybrid 4 DR AWD,20686,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA 4S E-HYBRID,2025 Porsche G3 Panamera 4S e-hybrid 4 DR AWD,20687,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA GTS,2025 Porsche G3 Panamera GTS 4 DR AWD,20688,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA TURBO E-HYBRID,2025 Porsche G3 Panamera turbo e-hybrid 4 DR AWD,20689,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,PORSCHE,G3 PANAMERA TURBO S E-HYBRID,2025 Porsche G3 Panamera turbo S e-hybrid 4 DR AWD,20690,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,2025,PORSCHE,H1.3 MACAN,2025 Porsche H1.3 Macan SUV AWD,20691,2025-08-18 18:27:10.768206+00:00
